image_id,image_width,image_height,bounding_box_width,bounding_box_height,box_relative_width,box_relative_height,confidence,box_area,bbox_aspect_ratio,bbox_diag,log_box_area,norm_confidence
44913.0,140.0,311.0,78.0,141.0,0.5571428571428572,0.4533762057877814,0.35893934965133667,10998.0,0.5531914893617021,161.13658802394943,9.30546871706776,1.0
26898.0,140.0,186.0,64.0,128.0,0.45714285714285713,0.6881720430107527,0.3148622214794159,8192.0,0.5,143.10835055998655,9.010913347279288,1.0
1079.0,140.0,105.0,36.0,69.0,0.2571428571428571,0.6571428571428571,0.4012601375579834,2484.0,0.5217391304347826,77.82673062643708,7.81762544305337,0.5561997340298965
27324.0,140.0,105.0,139.0,78.0,0.9928571428571429,0.7428571428571429,0.36015450954437256,10842.0,1.7820512820512822,159.38946012832844,9.291182759820284,1.0
26791.0,140.0,105.0,107.0,54.0,0.7642857142857142,0.5142857142857142,0.33075037598609924,5778.0,1.9814814814814814,119.85407794480753,8.661812881026181,1.0
1066.0,140.0,105.0,115.0,57.0,0.8214285714285714,0.5428571428571428,0.7727137804031372,6555.0,2.017543859649123,128.35108102388543,8.7879833961978,1.0
27240.0,140.0,105.0,110.0,60.0,0.7857142857142857,0.5714285714285714,0.3009010851383209,6600.0,1.8333333333333333,125.29964086141668,8.794824928014517,1.0
26963.0,140.0,78.0,70.0,65.0,0.5,0.8333333333333334,0.34132638573646545,4550.0,1.0769230769230769,95.524865872714,8.422882511944996,1.0
26984.0,140.0,105.0,81.0,55.0,0.5785714285714286,0.5238095238095238,0.33595922589302063,4455.0,1.4727272727272727,97.9081201943945,8.40178233990491,1.0
1022.0,140.0,186.0,137.0,167.0,0.9785714285714285,0.8978494623655914,0.6211575865745544,22879.0,0.8203592814371258,216.00462958001617,10.03797473824488,1.0
27196.0,140.0,186.0,78.0,114.0,0.5571428571428572,0.6129032258064516,0.32938656210899353,8892.0,0.6842105263157895,138.13037319865606,9.092907275084087,0.5223383680009437
27237.0,140.0,105.0,106.0,54.0,0.7571428571428571,0.5142857142857142,0.3630808889865875,5724.0,1.962962962962963,118.96217886370441,8.652423140676342,1.0
44924.0,140.0,186.0,24.0,57.0,0.17142857142857143,0.3064516129032258,0.404544860124588,1368.0,0.42105263157894735,61.84658438426491,7.221105098182496,0.3793747959790546
1058.0,140.0,186.0,108.0,163.0,0.7714285714285715,0.8763440860215054,0.5333828330039978,17604.0,0.6625766871165644,195.5326059765992,9.775881427930981,1.0
1078.0,140.0,186.0,118.0,161.0,0.8428571428571429,0.8655913978494624,0.5781927704811096,18998.0,0.7329192546583851,199.6121238802894,9.852088989450127,1.0
26987.0,140.0,105.0,125.0,80.0,0.8928571428571429,0.7619047619047619,0.3873555064201355,10000.0,1.5625,148.4082207965583,9.210340371976184,0.524002489894881
1071.0,140.0,105.0,115.0,89.0,0.8214285714285714,0.8476190476190476,0.6957949995994568,10235.0,1.2921348314606742,145.41664278891878,9.23356849809539,1.0
27198.0,140.0,186.0,75.0,105.0,0.5357142857142857,0.5645161290322581,0.3515600562095642,7875.0,0.7142857142857143,129.0348790056394,8.971448463693834,1.0
27189.0,140.0,105.0,126.0,100.0,0.9,0.9523809523809523,0.3415241539478302,12600.0,1.26,160.86018774078315,9.441452092939569,1.0
27011.0,140.0,105.0,22.0,65.0,0.15714285714285714,0.6190476190476191,0.42772698402404785,1430.0,0.3384615384615385,68.62215385719105,7.265429723253953,1.0
27152.0,140.0,303.0,23.0,73.0,0.16428571428571428,0.24092409240924093,0.3042416274547577,1679.0,0.3150684931506849,76.53757247260981,7.425953657077541,1.0
26979.0,140.0,165.0,115.0,165.0,0.8214285714285714,1.0,0.34625205397605896,18975.0,0.696969696969697,201.12185361118767,9.85087760226383,1.0
26978.0,140.0,105.0,73.0,74.0,0.5214285714285715,0.7047619047619048,0.37006548047065735,5402.0,0.9864864864864865,103.9471019317037,8.59452453435256,1.0
1041.0,140.0,105.0,83.0,45.0,0.5928571428571429,0.42857142857142855,0.6647471189498901,3735.0,1.8444444444444446,94.41398201537736,8.225503097566918,1.0
27166.0,140.0,105.0,110.0,97.0,0.7857142857142857,0.9238095238095239,0.3241594433784485,10670.0,1.134020618556701,146.6594695203825,9.275191344295799,1.0
26946.0,140.0,105.0,87.0,34.0,0.6214285714285714,0.3238095238095238,0.34389960765838623,2958.0,2.5588235294117645,93.40770846134703,7.992268643270745,0.515753621561242
1052.0,140.0,105.0,103.0,51.0,0.7357142857142858,0.4857142857142857,0.43578478693962097,5253.0,2.019607843137255,114.93476410555685,8.566554620953962,0.5741327411960359
27178.0,140.0,105.0,116.0,93.0,0.8285714285714286,0.8857142857142857,0.3026750683784485,10788.0,1.2473118279569892,148.67750334196495,9.28618968425962,1.0
26992.0,140.0,105.0,81.0,51.0,0.5785714285714286,0.4857142857142857,0.3458816409111023,4131.0,1.588235294117647,95.71833680126291,8.326274787396764,1.0
27221.0,140.0,105.0,92.0,51.0,0.6571428571428571,0.4857142857142857,0.31263217329978943,4692.0,1.803921568627451,105.19030373565806,8.453614209773367,0.506559265221678
1042.0,140.0,105.0,96.0,53.0,0.6857142857142857,0.5047619047619047,0.5622113347053528,5088.0,1.8113207547169812,109.65856099730654,8.534640105019959,1.0
1051.0,140.0,105.0,94.0,51.0,0.6714285714285714,0.4857142857142857,0.5712106227874756,4794.0,1.8431372549019607,106.94391053257777,8.475120414994329,0.647088604859854
1046.0,140.0,105.0,131.0,90.0,0.9357142857142857,0.8571428571428571,0.4165482223033905,11790.0,1.4555555555555555,158.93709447451215,9.375006993531416,1.0
27057.0,140.0,186.0,83.0,185.0,0.5928571428571429,0.9946236559139785,0.3242758512496948,15355.0,0.4486486486486487,202.76587484091104,9.639196432874924,1.0
44915.0,140.0,186.0,110.0,122.0,0.7857142857142857,0.6559139784946236,0.35711559653282166,13420.0,0.9016393442622951,164.26807358704855,9.504501410525673,1.0
44905.0,140.0,105.0,89.0,66.0,0.6357142857142857,0.6285714285714286,0.48831748962402344,5874.0,1.3484848484848484,110.80162453682708,8.678291111758565,1.0
1034.0,140.0,105.0,65.0,33.0,0.4642857142857143,0.3142857142857143,0.4707728326320648,2145.0,1.9696969696969697,72.89718787443039,7.6708948313621175,0.5966805983291977
1029.0,140.0,353.0,102.0,236.0,0.7285714285714285,0.6685552407932012,0.440461665391922,24072.0,0.4322033898305085,257.0992026436488,10.088804618309881,0.5179994441284225
26969.0,140.0,105.0,81.0,66.0,0.5785714285714286,0.6285714285714286,0.39047664403915405,5346.0,1.2272727272727273,104.48444860360799,8.584103896698863,0.5398919047749338
26991.0,140.0,248.0,61.0,91.0,0.4357142857142857,0.36693548387096775,0.3925495147705078,5551.0,0.6703296703296703,109.55363982999378,8.621733370690162,0.5500561257216164
27351.0,140.0,248.0,116.0,193.0,0.8285714285714286,0.7782258064516129,0.3002861440181732,22388.0,0.6010362694300518,225.17770760001977,10.016280380011251,1.0
1053.0,140.0,105.0,56.0,24.0,0.4,0.22857142857142856,0.3935491740703583,1344.0,2.3333333333333335,60.92618484691127,7.203405521083095,0.5226059920662373
27004.0,140.0,105.0,95.0,79.0,0.6785714285714286,0.7523809523809524,0.304642915725708,7505.0,1.2025316455696202,123.5556554755791,8.923324744067562,1.0
26937.0,140.0,186.0,113.0,45.0,0.8071428571428572,0.24193548387096775,0.3199986219406128,5085.0,2.511111111111111,121.63058825805291,8.53405030848266,1.0
27043.0,140.0,105.0,107.0,55.0,0.7642857142857142,0.5238095238095238,0.33343908190727234,5885.0,1.9454545454545455,120.30793822520607,8.680162019694377,1.0
1036.0,140.0,105.0,136.0,96.0,0.9714285714285714,0.9142857142857143,0.6959200501441956,13056.0,1.4166666666666667,166.4692163734785,9.477003077203888,1.0
27321.0,140.0,248.0,131.0,182.0,0.9357142857142857,0.7338709677419355,0.3114968538284302,23842.0,0.7197802197802198,224.24317157942625,10.079204010277946,1.0
26976.0,140.0,105.0,76.0,60.0,0.5428571428571428,0.5714285714285714,0.3211393654346466,4560.0,1.2666666666666666,96.82974749528164,8.425077902508432,1.0
26928.0,140.0,62.0,94.0,60.0,0.6714285714285714,0.967741935483871,0.30361664295196533,5640.0,1.5666666666666667,111.51681487560519,8.637639344492104,1.0
26981.0,140.0,105.0,80.0,50.0,0.5714285714285714,0.47619047619047616,0.30287453532218933,4000.0,1.6,94.33981132056604,8.294049640102028,1.0
1027.0,140.0,105.0,128.0,75.0,0.9142857142857143,0.7142857142857143,0.6386064291000366,9600.0,1.7066666666666668,148.35430563350698,9.169518377455928,1.0
27361.0,140.0,288.0,120.0,187.0,0.8571428571428571,0.6493055555555556,0.3772333860397339,22440.0,0.6417112299465241,222.19135896789507,10.018600359636633,1.0
44922.0,140.0,105.0,79.0,77.0,0.5642857142857143,0.7333333333333333,0.5692731142044067,6083.0,1.025974025974026,110.3177229641729,8.713253274320705,1.0
27071.0,140.0,186.0,35.0,65.0,0.25,0.34946236559139787,0.31136107444763184,2275.0,0.5384615384615384,73.824115301167,7.729735331385051,1.0
1076.0,140.0,248.0,89.0,125.0,0.6357142857142857,0.5040322580645161,0.617671012878418,11125.0,0.712,153.44705927452634,9.31695010703444,1.0
26948.0,140.0,187.0,140.0,186.0,1.0,0.9946524064171123,0.3173035681247711,26040.0,0.7526881720430108,232.80034364235806,10.167389096322506,1.0
26906.0,140.0,105.0,54.0,47.0,0.38571428571428573,0.44761904761904764,0.35397371649742126,2538.0,1.148936170212766,71.58910531638176,7.839131648274333,1.0
27375.0,140.0,105.0,101.0,53.0,0.7214285714285714,0.5047619047619047,0.38584932684898376,5353.0,1.9056603773584906,114.06138698087096,8.585412430393381,1.0
26935.0,140.0,186.0,111.0,155.0,0.7928571428571428,0.8333333333333334,0.32160684466362,17205.0,0.7161290322580646,190.64626930522402,9.752955318231582,1.0
26942.0,140.0,186.0,58.0,100.0,0.4142857142857143,0.5376344086021505,0.3078062832355499,5800.0,0.58,115.6027681329474,8.66561319653451,1.0
27374.0,140.0,105.0,95.0,49.0,0.6785714285714286,0.4666666666666667,0.35165935754776,4655.0,1.9387755102040816,106.89246933250256,8.445697189711167,1.0
1057.0,140.0,186.0,67.0,101.0,0.4785714285714286,0.543010752688172,0.3548762798309326,6767.0,0.6633663366336634,121.2023102090055,8.819813136232225,0.2732012980034648
1020.0,140.0,186.0,96.0,159.0,0.6857142857142857,0.8548387096774194,0.6900720596313477,15264.0,0.6037735849056604,185.73368030596927,9.633252393688068,1.0
27138.0,140.0,186.0,48.0,51.0,0.34285714285714286,0.27419354838709675,0.3228428363800049,2448.0,0.9411764705882353,70.03570517957252,7.803026643632217,1.0
27041.0,140.0,187.0,91.0,148.0,0.65,0.7914438502673797,0.33919304609298706,13468.0,0.6148648648648649,173.738308959193,9.508071780280964,1.0
26990.0,140.0,105.0,21.0,65.0,0.15,0.6190476190476191,0.39795204997062683,1365.0,0.3230769230769231,68.30812543175226,7.21890970761906,0.5431785949870758
27049.0,140.0,303.0,111.0,216.0,0.7928571428571428,0.7128712871287128,0.37105095386505127,23976.0,0.5138888888888888,242.85180666406416,10.084808608996498,1.0
27014.0,140.0,105.0,36.0,35.0,0.2571428571428571,0.3333333333333333,0.34558770060539246,1260.0,1.0285714285714285,50.20956084253277,7.138866999945524,1.0
1064.0,140.0,105.0,86.0,43.0,0.6142857142857143,0.4095238095238095,0.5845189690589905,3698.0,2.0,96.15092303249095,8.21554741194707,1.0
1060.0,140.0,105.0,104.0,85.0,0.7428571428571429,0.8095238095238095,0.494016170501709,8840.0,1.223529411764706,134.31678971744373,9.08704215563169,0.5789175027736746
27078.0,140.0,186.0,68.0,95.0,0.4857142857142857,0.510752688172043,0.30768686532974243,6460.0,0.7157894736842105,116.8289347721702,8.773384596776648,1.0
27149.0,140.0,105.0,33.0,11.0,0.2357142857142857,0.10476190476190476,0.3150465488433838,363.0,3.0,34.785054261852174,5.8944028342648505,1.0
1040.0,140.0,248.0,69.0,123.0,0.4928571428571429,0.4959677419354839,0.37103772163391113,8487.0,0.5609756097560976,141.0319112825179,9.046290859969677,0.36331264691593557
44914.0,140.0,105.0,81.0,85.0,0.5785714285714286,0.8095238095238095,0.322220116853714,6885.0,0.9529411764705882,117.41379816699569,8.837100411162755,1.0
26910.0,140.0,105.0,63.0,35.0,0.45,0.3333333333333333,0.32961326837539673,2205.0,1.8,72.069410986909,7.6984827878809465,0.5052240968628193
1059.0,140.0,186.0,53.0,109.0,0.37857142857142856,0.5860215053763441,0.38917607069015503,5777.0,0.48623853211009177,121.2023102090055,8.661639795781266,0.3477765768506706
27066.0,140.0,187.0,61.0,79.0,0.4357142857142857,0.42245989304812837,0.34269681572914124,4819.0,0.7721518987341772,99.80981915623332,8.480321716640333,1.0
1050.0,140.0,105.0,86.0,55.0,0.6142857142857143,0.5238095238095238,0.5649035573005676,4730.0,1.5636363636363637,102.08329931972223,8.46168048148598,1.0
27012.0,140.0,105.0,116.0,75.0,0.8285714285714286,0.7142857142857143,0.3873852789402008,8700.0,1.5466666666666666,138.13399291991817,9.071078304642676,0.5359298074848883
27040.0,140.0,186.0,97.0,51.0,0.6928571428571428,0.27419354838709675,0.3014553487300873,4947.0,1.9019607843137254,109.59014554237986,8.506536611227709,1.0
1032.0,140.0,186.0,40.0,65.0,0.2857142857142857,0.34946236559139787,0.4827270209789276,2600.0,0.6153846153846154,76.32168761236873,7.8632667240095735,1.0
44916.0,140.0,311.0,102.0,70.0,0.7285714285714285,0.22508038585209003,0.542097806930542,7140.0,1.457142857142857,123.70933675353692,8.87346805533363,1.0
26988.0,140.0,105.0,105.0,69.0,0.75,0.6571428571428571,0.40158990025520325,7245.0,1.5217391304347827,125.64234954823155,8.888066854754783,0.5300650595421947
27181.0,140.0,233.0,134.0,205.0,0.9571428571428572,0.8798283261802575,0.3286495804786682,27470.0,0.6536585365853659,244.91018761987016,10.220849779089319,1.0
27323.0,140.0,105.0,77.0,40.0,0.55,0.38095238095238093,0.3549020290374756,3080.0,1.925,86.76981041814025,8.03268487596762,1.0
1028.0,140.0,150.0,52.0,65.0,0.37142857142857144,0.43333333333333335,0.6401439905166626,3380.0,0.8,83.24061508662703,8.125630988477065,0.5004205647887838
26947.0,140.0,104.0,139.0,103.0,0.9928571428571429,0.9903846153846154,0.30326488614082336,14317.0,1.3495145631067962,173.0028901492689,9.569202921360327,1.0
27064.0,140.0,187.0,140.0,186.0,1.0,0.9946524064171123,0.30036425590515137,26040.0,0.7526881720430108,232.80034364235806,10.167389096322506,1.0
27036.0,140.0,187.0,96.0,157.0,0.6857142857142857,0.839572192513369,0.33806756138801575,15072.0,0.6114649681528662,184.0244548966251,9.620593996816144,1.0
27022.0,140.0,105.0,88.0,63.0,0.6285714285714286,0.6,0.30433207750320435,5544.0,1.3968253968253967,108.2266141020775,8.620471540869739,1.0
26925.0,140.0,105.0,85.0,85.0,0.6071428571428571,0.8095238095238095,0.4062328636646271,7225.0,1.0,120.20815280171308,8.885302512980633,1.0
27330.0,140.0,186.0,73.0,183.0,0.5214285714285715,0.9838709677419355,0.30737176537513733,13359.0,0.3989071038251366,197.02284131541703,9.499945593989812,1.0
44919.0,140.0,248.0,52.0,91.0,0.37142857142857144,0.36693548387096775,0.33905115723609924,4732.0,0.5714285714285714,104.80935072788114,8.462103225098277,1.0
27065.0,140.0,186.0,92.0,185.0,0.6571428571428571,0.9946236559139785,0.30767878890037537,17020.0,0.4972972972972973,206.6131651178114,9.742144402127366,1.0
26924.0,140.0,186.0,125.0,137.0,0.8928571428571429,0.7365591397849462,0.3392631411552429,17125.0,0.9124087591240876,185.4561942885705,9.748294663130427,0.5172291868968762
27003.0,140.0,105.0,71.0,104.0,0.5071428571428571,0.9904761904761905,0.3893015682697296,7384.0,0.6826923076923077,125.92458060283545,8.907070776182689,0.5307783594052587
26833.0,140.0,105.0,116.0,59.0,0.8285714285714286,0.5619047619047619,0.3132730722427368,6844.0,1.9661016949152543,130.14222988715076,8.831127635012084,1.0
1045.0,140.0,105.0,87.0,50.0,0.6214285714285714,0.47619047619047616,0.49767494201660156,4350.0,1.74,100.34440691936945,8.37793112408273,0.5369127171522122
27017.0,140.0,105.0,74.0,53.0,0.5285714285714286,0.5047619047619047,0.4257326126098633,3922.0,1.3962264150943395,91.02197536858887,8.274357006756292,0.5693083022666138
26966.0,140.0,105.0,86.0,61.0,0.6142857142857143,0.580952380952381,0.32516807317733765,5246.0,1.4098360655737705,105.43718509140881,8.56522116042682,1.0
27060.0,140.0,104.0,122.0,62.0,0.8714285714285714,0.5961538461538461,0.33315080404281616,7564.0,1.967741935483871,136.85028315644803,8.931155429778348,1.0
26968.0,140.0,105.0,87.0,71.0,0.6214285714285714,0.6761904761904762,0.4321526288986206,6177.0,1.2253521126760563,112.29425630903836,8.728587995695898,0.5747296511028777
1033.0,140.0,186.0,70.0,114.0,0.5,0.6129032258064516,0.7067781090736389,7980.0,0.6140350877192983,133.77593206552515,8.984693690443855,1.0
26998.0,140.0,186.0,134.0,79.0,0.9571428571428572,0.42473118279569894,0.314504474401474,10586.0,1.6962025316455696,155.5538491969903,9.267287652417933,1.0
26939.0,140.0,248.0,140.0,247.0,1.0,0.9959677419354839,0.3131643235683441,34580.0,0.5668016194331984,283.91724146307143,10.451030759237282,1.0
1075.0,140.0,105.0,111.0,60.0,0.7928571428571428,0.5714285714285714,0.612358570098877,6660.0,1.85,126.17844506887855,8.803874763534434,1.0
1068.0,140.0,186.0,92.0,88.0,0.6571428571428571,0.4731182795698925,0.39646658301353455,8096.0,1.0454545454545454,127.31064370271639,8.999125391527247,1.0
1044.0,140.0,105.0,73.0,77.0,0.5214285714285715,0.7333333333333333,0.3439706563949585,5621.0,0.948051948051948,106.10372283760829,8.634264863002075,0.5205016518700826
44921.0,140.0,105.0,67.0,50.0,0.4785714285714286,0.47619047619047616,0.3816046714782715,3350.0,1.34,83.60023923410746,8.116715624819111,1.0
26929.0,140.0,62.0,52.0,35.0,0.37142857142857144,0.5645161290322581,0.34800291061401367,1820.0,1.4857142857142858,62.68173577685928,7.506591780070841,0.5222502814068266
27317.0,140.0,105.0,105.0,63.0,0.75,0.6,0.375336617231369,6615.0,1.6666666666666667,122.4499897917513,8.797095076549056,1.0
27070.0,140.0,186.0,41.0,35.0,0.29285714285714287,0.1881720430107527,0.3200779855251312,1435.0,1.1714285714285715,53.907327887774215,7.268920128193722,1.0
27333.0,140.0,105.0,111.0,79.0,0.7928571428571428,0.7523809523809524,0.3952206075191498,8769.0,1.4050632911392404,136.24243098242192,9.078978053779355,1.0
26996.0,140.0,78.0,67.0,44.0,0.4785714285714286,0.5641025641025641,0.39172086119651794,2948.0,1.5227272727272727,80.15609770940699,7.988882253309227,0.5448276328032721
27369.0,140.0,105.0,139.0,74.0,0.9928571428571429,0.7047619047619048,0.3675183057785034,10286.0,1.8783783783783783,157.47063218263906,9.23853902633486,1.0
44929.0,140.0,303.0,44.0,74.0,0.3142857142857143,0.24422442244224424,0.3515896201133728,3256.0,0.5945945945945946,86.09297300012354,8.08825472712243,1.0
27046.0,140.0,213.0,88.0,50.0,0.6285714285714286,0.2347417840375587,0.3500693440437317,4400.0,1.76,101.21264743103995,8.389359819906353,1.0
44906.0,140.0,185.0,69.0,78.0,0.4928571428571429,0.42162162162162165,0.42766082286834717,5382.0,0.8846153846153846,104.1393297462587,8.590815331286851,1.0
1074.0,140.0,186.0,95.0,94.0,0.6785714285714286,0.5053763440860215,0.6164826154708862,8930.0,1.0106382978723405,133.64505228402584,9.097171673870545,1.0
1062.0,140.0,105.0,140.0,105.0,1.0,1.0,0.7337653040885925,14700.0,1.3333333333333333,175.0,9.595602772766828,1.0
44917.0,140.0,105.0,28.0,57.0,0.2,0.5428571428571428,0.3833065330982208,1596.0,0.49122807017543857,63.50590523722971,7.3752557780097545,0.5267597233805915
1069.0,140.0,105.0,121.0,62.0,0.8642857142857143,0.5904761904761905,0.48593688011169434,7502.0,1.9516129032258065,135.95955280891445,8.922924930641832,1.0
26923.0,140.0,105.0,140.0,104.0,1.0,0.9904761904761905,0.30023983120918274,14560.0,1.3461538461538463,174.40183485273312,9.586033321750676,1.0
1037.0,140.0,105.0,102.0,56.0,0.7285714285714285,0.5333333333333333,0.6781099438667297,5712.0,1.8214285714285714,116.36150566231085,8.65032450401942,1.0
27326.0,140.0,186.0,83.0,171.0,0.5928571428571429,0.9193548387096774,0.3043254613876343,14193.0,0.4853801169590643,190.07893097342483,9.560504164299259,1.0
1073.0,140.0,105.0,140.0,105.0,1.0,1.0,0.4782993793487549,14700.0,1.3333333333333333,175.0,9.595602772766828,0.5334148912996586
27016.0,140.0,186.0,129.0,185.0,0.9214285714285714,0.9946236559139785,0.3689686059951782,23865.0,0.6972972972972973,225.53491969094276,10.080168229439996,0.5381277089958221
26967.0,140.0,105.0,128.0,104.0,0.9142857142857143,0.9904761904761905,0.3666308522224426,13312.0,1.2307692307692308,164.92422502470643,9.49642116306099,1.0
1063.0,140.0,105.0,86.0,76.0,0.6142857142857143,0.7238095238095238,0.44059380888938904,6536.0,1.131578947368421,114.76933388322858,8.785080636539838,1.0
26994.0,140.0,187.0,102.0,112.0,0.7285714285714285,0.5989304812834224,0.30191153287887573,11424.0,0.9107142857142857,151.4859729479928,9.343471684579365,1.0
26970.0,140.0,105.0,78.0,48.0,0.5571428571428572,0.45714285714285713,0.39016789197921753,3744.0,1.625,91.58602513484249,8.227909837597483,0.5303825033183691
26985.0,140.0,105.0,79.0,68.0,0.5642857142857143,0.6476190476190476,0.35862067341804504,5372.0,1.161764705882353,104.23531071570709,8.588955557643128,1.0
27329.0,140.0,186.0,76.0,142.0,0.5428571428571428,0.7634408602150538,0.3968197703361511,10792.0,0.5352112676056338,161.05899540230592,9.286560397887591,1.0
44908.0,140.0,186.0,26.0,21.0,0.18571428571428572,0.11290322580645161,0.3850305378437042,546.0,1.2380952380952381,33.421549934136806,6.302618975744905,1.0
26972.0,140.0,105.0,88.0,60.0,0.6285714285714286,0.5714285714285714,0.3490796387195587,5280.0,1.4666666666666666,106.50821564555478,8.571681376700306,1.0
1048.0,140.0,105.0,50.0,35.0,0.35714285714285715,0.3333333333333333,0.43902069330215454,1750.0,1.4285714285714286,61.032778078668514,7.4673710669175595,1.0
27056.0,140.0,186.0,77.0,185.0,0.55,0.9946236559139785,0.3281117379665375,14245.0,0.41621621621621624,200.38463014912097,9.56416124693201,1.0
27353.0,140.0,186.0,139.0,151.0,0.9928571428571429,0.8118279569892473,0.3009161353111267,20989.0,0.9205298013245033,205.2364490045567,9.951753769945617,1.0
26993.0,140.0,105.0,61.0,95.0,0.4357142857142857,0.9047619047619048,0.42396143078804016,5795.0,0.6421052631578947,112.89818421923357,8.664750755773852,0.5618107387168564
1024.0,140.0,165.0,52.0,109.0,0.37142857142857144,0.6606060606060606,0.5202646255493164,5668.0,0.47706422018348627,120.7683733433551,8.64259160081057,0.6335651796218378
26980.0,140.0,105.0,68.0,47.0,0.4857142857142857,0.44761904761904764,0.33513152599334717,3196.0,1.446808510638298,82.66196223173026,8.069655306886165,1.0
27084.0,140.0,186.0,84.0,155.0,0.6,0.8333333333333334,0.3006446063518524,13020.0,0.5419354838709678,176.2980430974774,9.47424191576256,1.0
27372.0,140.0,78.0,74.0,75.0,0.5285714285714286,0.9615384615384616,0.3132915496826172,5550.0,0.9866666666666667,105.3612832116238,8.62155320674048,1.0
1070.0,140.0,105.0,109.0,90.0,0.7785714285714286,0.8571428571428571,0.5397225022315979,9810.0,1.211111111111111,141.35416513141735,9.191157552559408,1.0
27013.0,140.0,105.0,91.0,60.0,0.65,0.5714285714285714,0.34300440549850464,5460.0,1.5166666666666666,109.0,8.605204068738951,0.5090096508818329
27073.0,140.0,303.0,114.0,220.0,0.8142857142857143,0.7260726072607261,0.31758251786231995,25080.0,0.5181818181818182,247.78216239269526,10.129825994746858,1.0
44911.0,140.0,84.0,132.0,66.0,0.9428571428571428,0.7857142857142857,0.3823079764842987,8712.0,2.0,147.58048651498612,9.072456664612796,1.0
27000.0,140.0,105.0,84.0,56.0,0.6,0.5333333333333333,0.40494072437286377,4704.0,1.5,100.9554357129917,8.456168489578463,0.5310219082224402
44923.0,140.0,105.0,99.0,77.0,0.7071428571428572,0.7333333333333333,0.5213181972503662,7623.0,1.2857142857142858,125.41929676090518,8.938925271988273,1.0
27367.0,140.0,105.0,129.0,82.0,0.9214285714285714,0.780952380952381,0.3644990622997284,10578.0,1.5731707317073171,152.85614151874958,9.266531651625925,1.0
27020.0,140.0,105.0,63.0,39.0,0.45,0.37142857142857144,0.367917537689209,2457.0,1.6153846153846154,74.09453421137081,7.806696372521179,1.0
1065.0,140.0,105.0,108.0,56.0,0.7714285714285715,0.5333333333333333,0.657670795917511,6048.0,1.9285714285714286,121.6552506059644,8.70748291785937,1.0
27029.0,140.0,105.0,128.0,79.0,0.9142857142857143,0.7523809523809524,0.3190634250640869,10112.0,1.620253164556962,150.41608956491322,9.221478116386638,1.0
27028.0,140.0,105.0,84.0,57.0,0.6,0.5428571428571428,0.3155618906021118,4788.0,1.4736842105263157,101.51354589413178,8.473868066677865,1.0
27155.0,140.0,186.0,42.0,10.0,0.3,0.053763440860215055,0.30553245544433594,420.0,4.2,43.174066289845804,6.040254711277414,1.0
1023.0,140.0,127.0,93.0,91.0,0.6642857142857143,0.7165354330708661,0.3230040967464447,8463.0,1.021978021978022,130.11533345459327,9.043458999670106,0.3393097243488221
27007.0,140.0,105.0,98.0,70.0,0.7,0.6666666666666666,0.3916037082672119,6860.0,1.4,120.43255373859678,8.83346272071993,0.5424101529624998
