searched_key_word,brand,title,find_dim,find_dim_from_content,guess_dimensions,guess_dim_from_comment,image_path,Id
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2020919/2043850/93419028/26666259-1682594623530.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2020919/2025904/93419028/43058116-1681030270403.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2019922/2032883/93419028/15300263-1678991413570.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2014937/2026901/2015934/93419028/1905472-1638341173102.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2018925/2036871/93419028/94907898-1676847228180.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2027898/2034877/93419028/13869031-1671470461922.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2021916/2029892/93419028/43102203-1655214314141.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2023910/2025904/93419028/15170200-1688911318164.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2017928/2030889/93419028/17166013-1673649226536.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2020919/2030889/93419028/22554952-1681493340466.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2017928/2020919/93419028/51023256-1672842672337.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2019922/2027898/93419028/18815468-1678494282692.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2027898/2027898/93419028/14040904-1670862607022.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2027898/2027898/93419028/14040904-1670862607372.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2025904/2034877/93419028/17143462-1666181296848.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2026901/2024907/93419028/44642539-1696774554322.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2026901/2024907/93419028/44642539-1696774553583.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2025904/2034877/93419028/17143462-1666181296332.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2017928/2024907/93419028/9296267-1673179605216.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2027898/2045844/93419028/86263675-1672433901624.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2027898/2045844/93419028/86263675-1672433902135.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2022913/2028895/93419028/28624827-1686595174063.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2024907/2031886/93419028/24393302-1663347155553.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2024907/2031886/93419028/24393302-1663347155021.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2024907/2031886/93419028/24393302-1663347156054.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2023910/2020919/93419028/17673617-1659651074740.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2017928/2021916/2022913/93419028/28451805-1712272099246.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2015934/2027898/2036871/93419028/4472445-1671624279153.jpeg,
"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren",Moda Yedi,"Satürn Cam Küre Rengarenk, Satürn Kız Küre, Renk Değiştiren","('(Mavi, Sarı, Yeşil, Kırmızı Renkte Değişir) Pille çalışmaktadır.(Piller dahildir) Yüksekliği:8cmdir.', 'Kürenin çapı:6 cmdir.')",,merhaba yerden yüksekliği 8 cm efendim.,merhaba. 6 cm efendim.,https://review-rating.mncdn.com/mnresize/140/210/prod/img/2016931/2017928/2023910/93419028/28222644-1673064807784.jpeg,
